"last_name","first_name","hire_date"
"Kawashima","Mong","10/11/1986"
"McClure","Stamatina","10/16/1986"
"Gimbel","Amabile","3/24/1986"
"Kleiser","Lucian","9/7/1986"
"Mandell","Aksel","12/28/1986"
"Tsukune","Kersti","8/9/1986"
"Aamodt","Mahmut","4/10/1986"
"Janocha","Alselm","5/24/1986"
"Weiland","Remko","3/20/1986"
"Teitelbaum","Lijia","4/16/1986"
"Broomell","Chikako","10/10/1986"
"Esposito","Zejun","4/25/1986"
"Georgakopoulos","Kiyotoshi","1/23/1986"
"Walstra","Roddy","4/9/1986"
"Restivo","Chrisa","10/26/1986"
"Hammerschmidt","Weiyi","7/10/1986"
"Keustermans","Niteen","8/13/1986"
"Rettelbach","Badri","9/24/1986"
"Pettis","Yefim","1/24/1986"
"Hofting","Oguz","8/23/1986"
"Middleton","Tremaine","12/24/1986"
"Peltason","Bedir","7/19/1986"
"Ratnakar","Aron","11/3/1986"
"Anguita","Moto","10/11/1986"
"Zolotykh","Aram","2/25/1986"
"Veeraraghavan","Arno","7/18/1986"
"Cannard","Teruyuki","12/28/1986"
"Sudkamp","Lucian","5/11/1986"
"Schaaf","Mart","12/22/1986"
"Heuser","Zhonghui","4/8/1986"
"Rohrbach","Ottavia","6/27/1986"
"Hasham","Macha","1/23/1986"
"Ramsay","Miyeon","10/22/1986"
"Ozery","Venkatesan","8/1/1986"
"Kolvik","Satosi","10/11/1986"
"Lanphier","Saniya","1/1/1986"
"Belinskaya","Leif","12/3/1986"
"Otillio","Steen","8/30/1986"
"Haddadi","Vincent","4/5/1986"
"Melichar","Ute","2/9/1986"
"Ernst","Janalee","3/26/1986"
"Angelov","Marke","8/15/1986"
"Lindenbaum","Eberhardt","5/24/1986"
"Plump","Collette","5/2/1986"
"Aingworth","Sajjad","10/31/1986"
"Poulakidas","Babette","11/26/1986"
"Ananiadou","Bartek","7/24/1986"
"Flasterstein","Chanjung","9/26/1986"
"Iivonen","Yunming","10/24/1986"
"Burnard","Shirish","1/4/1986"
"Provine","Phillip","12/23/1986"
"Marrevee","Supot","1/30/1986"
"Peac","Rayond","4/5/1986"
"Wallrath","Arun","6/20/1986"
"Schusler","Radoslaw","11/16/1986"
"Kambil","Martine","5/6/1986"
"Pietracaprina","Hugo","1/2/1986"
"Maccarone","Mona","2/6/1986"
"Zeilberger","Mohamadou","8/7/1986"
"Panangaden","Giordano","3/4/1986"
"Gente","Junsik","2/1/1986"
"Verspoor","Marla","9/3/1986"
"Gonthier","Toong","5/20/1986"
"Rosaz","Keung","9/25/1986"
"Dechter","Niranjan","1/31/1986"
"Antonisse","Jaewoo","12/25/1986"
"Walston","Mayumi","6/3/1986"
"Constantine","Dulce","6/7/1986"
"Cooke","Ebbe","5/17/1986"
"Rissland","Shakhar","6/6/1986"
"Baik","Mostafa","5/16/1986"
"Cooley","Junichi","12/31/1986"
"Beznosov","Chaoyi","5/25/1986"
"Lorho","Chenye","7/9/1986"
"Ohori","Somnath","6/14/1986"
"Jumpertz","Shaz","12/2/1986"
"Vadhan","Huei","9/23/1986"
"Szemeredi","Evgueni","4/29/1986"
"Borovoy","George","1/3/1986"
"Luan","Moti","9/16/1986"
"Piazza","Yaghout","9/11/1986"
"Anger","Marek","8/28/1986"
"Marrevee","Gen","4/11/1986"
"Marquardt","Wojceich","12/23/1986"
"Ulupinar","Bouchung","5/25/1986"
"Verspoor","Marl","10/4/1986"
"Zwicker","Stevo","2/17/1986"
"Zockler","Masaki","10/11/1986"
"Bael","Akeel","3/14/1986"
"Nitsche","Tadanori","7/12/1986"
"Mondadori","Heon","1/28/1986"
"Hempstead","Angus","4/30/1986"
"Ghelli","Muneo","6/1/1986"
"Reinhart","Akhilish","7/23/1986"
"Lienhardt","Menkae","11/18/1986"
"Ranft","Xiaopeng","4/21/1986"
"Schreiter","Ulises","6/17/1986"
"Mungall","Mingzeng","12/20/1986"
"Setiz","Shigehiro","4/10/1986"
"Axelband","Demos","7/28/1986"
"Miculan","Ayakannu","9/22/1986"
"Ranum","Gian","9/25/1986"
"Hettesheimer","Guenter","12/24/1986"
"Schlenzig","Petter","9/5/1986"
"Antonakopoulos","Make","9/21/1986"
"Hammerschmidt","Giao","1/27/1986"
"Lunt","Sampalli","7/23/1986"
"Coney","Tsutomu","2/21/1986"
"Gist","Shir","4/29/1986"
"Dalton","Janalee","12/15/1986"
"Wolniewicz","Xiaoqiang","1/24/1986"
"Lorcy","Lein","12/11/1986"
"Kropatsch","Toney","9/9/1986"
"Tanemo","Xudong","5/1/1986"
"Uchoa","Niranjan","8/5/1986"
"Schauser","Sham","11/4/1986"
"Rosin","Gift","4/7/1986"
"Lamba","Mohua","6/11/1986"
"Pettey","Duri","2/8/1986"
"Katzenelson","Saniya","1/28/1986"
"Nivat","Eben","8/29/1986"
"Skrikant","Youngkon","1/8/1986"
"Harnett","Alselm","3/3/1986"
"Ushiama","Garnik","6/1/1986"
"Rijckaert","Kenton","9/5/1986"
"Georg","Magy","5/19/1986"
"Avouris","Aamod","12/28/1986"
"Gire","Rimli","4/22/1986"
"Garnham","Eric","3/15/1986"
"Luit","Arie","4/14/1986"
"Compeau","Gurbir","11/24/1986"
"Lorch","Ramya","10/29/1986"
"Fontan","Ghassan","11/8/1986"
"Apsitis","Basem","4/22/1986"
"Cooley","Hein","6/17/1986"
"Danner","Luisa","1/16/1986"
"Suwa","Bartek","12/30/1986"
"Simkin","Ewing","7/5/1986"
"Tsukuda","Niranjan","9/27/1986"
"Schaaf","Arunachalam","10/27/1986"
"Ranon","Mandell","7/1/1986"
"Boissier","Kitty","5/8/1986"
"Collette","Guenter","11/20/1986"
"Ranai","Masako","1/21/1986"
"Ravishankar","Dipankar","12/7/1986"
"Chinal","Jackson","1/24/1986"
"Georg","Amabile","2/12/1986"
"Wilfing","Visit","11/18/1986"
"Ishibashi","Gunilla","4/3/1986"
"Uhrig","Mohammed","2/21/1986"
"Matteis","Seshu","6/15/1986"
"Beausoleil","Florian","8/27/1986"
"Auria","Tomofumi","8/1/1986"
"Maginnis","Golgen","12/19/1986"
"Ramras","Franziska","9/18/1986"
"Bamford","Heejo","8/16/1986"
"Lipner","Arto","4/13/1986"
"Lundstrom","Ingemar","11/17/1986"
"Kisuki","Eirik","8/6/1986"
"Hambrick","Martial","8/25/1986"
"Selvestrel","Stevo","9/11/1986"
"Janocha","Gita","6/19/1986"
"Snedden","Rafail","5/27/1986"
"Sessa","Haldun","5/1/1986"
"Pashtan","Stein","9/7/1986"
"Maccarone","Nahum","12/18/1986"
"Khamsi","Muneo","3/4/1986"
"Kroha","Vishu","3/30/1986"
"Rissanen","Premal","12/9/1986"
"Matteis","Salvador","9/1/1986"
"Codenie","Chaoyi","10/22/1986"
"Tischendorf","Boaz","2/28/1986"
"Radivojevic","Khaled","1/25/1986"
"Rattan","Gina","6/7/1986"
"Krohm","Jaewon","7/8/1986"
"Cardazo","Serenella","2/10/1986"
"Penttonen","Xinglin","8/13/1986"
"Bahi","Tru","1/28/1986"
"Haraldson","Gritta","5/14/1986"
"Meszaros","Mary","12/26/1986"
"Sankaranarayanan","Menkae","2/9/1986"
"Remmele","Bernd","5/26/1986"
"VanScheik","Janalee","9/17/1986"
"Marakhovsky","Sven","11/30/1986"
"Cherinka","Khaled","7/9/1986"
"Takkinen","Udaiprakash","9/8/1986"
"Bugaenko","Divine","1/17/1986"
"Krohm","Maria","12/29/1986"
"Wissmann","Shay","4/8/1986"
"Erva","Nidapan","5/18/1986"
"Isard","Marc","12/4/1986"
"Pramanik","Nishit","2/16/1986"
"Silva","Badri","6/18/1986"
"Baby","Zhonghui","12/5/1986"
"Lorys","Boalin","6/4/1986"
"Sullins","Caolyn","3/1/1986"
"Ligten","Subhada","12/29/1986"
"DasSarma","Baocai","2/18/1986"
"Vitiello","Shietung","10/12/1986"
"Schnelling","Beshir","6/30/1986"
"Rabehasaina","Arif","11/8/1986"
"Kading","Prasadram","3/28/1986"
"Comte","Lobel","1/7/1986"
"Baumann","Genki","2/13/1986"
"Trystram","Jahangir","1/17/1986"
"Mitzlaff","Sadok","11/22/1986"
"Ecklund","Adel","4/13/1986"
"Pelz","Kauko","2/9/1986"
"Grandbois","Terresa","10/3/1986"
"Baig","Odysseas","10/17/1986"
"Peak","Phillip","10/3/1986"
"Brattka","Koldo","9/30/1986"
"Veevers","Cheong","10/7/1986"
"Lunt","Elzbieta","3/26/1986"
"Lamma","Giao","7/5/1986"
"Rande","Douadi","11/12/1986"
"Leuchs","Satyanarayana","5/31/1986"
"Lammel","Kersti","2/21/1986"
"Leijenhorst","Boutros","10/26/1986"
"Ballarin","Gio","11/13/1986"
"Moehrke","Harngdar","3/2/1986"
"Neimat","Mabo","3/13/1986"
"Hofting","Felicidad","3/15/1986"
"Passafiume","Ulises","2/9/1986"
"Byoun","Yaghout","9/3/1986"
"Itzfeldt","Marek","12/23/1986"
"Benzmuller","Sham","2/20/1986"
"Lindqvist","Shawna","12/20/1986"
"Kruskal","Lucien","1/31/1986"
"Harnett","Makato","10/1/1986"
"Unno","Gopalakrishnan","1/25/1986"
"McAffer","Zhiguo","9/17/1986"
"Terlouw","Willard","9/18/1986"
"Botman","Kwangsub","8/13/1986"
"Falco","Ziva","1/3/1986"
"Siprelle","Kazuyasu","10/27/1986"
"Naudin","Sumant","4/30/1986"
"Hutton","Lillian","4/16/1986"
"Rubsam","Danae","2/11/1986"
"Deyuan","Ayakannu","9/6/1986"
"Kalafatis","Shuky","8/9/1986"
"Chaudhuri","Yurij","3/5/1986"
"Avouris","Aimee","9/18/1986"
"Domenig","Kyoichi","11/10/1986"
"Uhrik","Moti","11/27/1986"
"Perri","Nikolaus","5/17/1986"
"Marquardt","Yucai","10/9/1986"
"Iisaku","Ewing","11/4/1986"
"Yetim","Chanjung","11/2/1986"
"Lorcy","Nagui","7/11/1986"
"Ertl","Arfst","12/25/1986"
"Merkl","Sorina","12/25/1986"
"Verspoor","Sandeepan","3/30/1986"
"Vesna","Krister","8/28/1986"
"Cyne","Youngkon","11/16/1986"
"Montemayor","Jaewoo","1/11/1986"
"Fendler","Szabolcs","7/17/1986"
"Provine","Somnath","12/24/1986"
"Bahl","Sanjeeva","11/10/1986"
"Acton","Shaz","10/27/1986"
"Ciolek","Tommaso","5/4/1986"
"Thambidurai","Adhemar","11/7/1986"
"Anick","Morrie","1/25/1986"
"Crooks","Soenke","8/6/1986"
"Murrill","Armond","1/20/1986"
"Diderrich","Ulises","2/28/1986"
"Kisuki","Stella","12/26/1986"
"Baer","Georgy","12/14/1986"
"Uludag","Harngdar","5/21/1986"
"Yoshizawa","Christfried","8/23/1986"
"Velasco","Munir","1/6/1986"
"Gire","Shuky","7/26/1986"
"Kropp","Akemi","9/16/1986"
"Spell","Juichirou","9/20/1986"
"Narwekar","Gino","10/18/1986"
"Anandan","Zorica","7/22/1986"
"Milicia","Prasadram","8/12/1986"
"Hoppenstand","Xiahua","4/26/1986"
"Crooks","Koichi","8/27/1986"
"Kragelund","Nidapan","11/28/1986"
"Kranzdorf","Kristina","12/24/1986"
"Demian","Irene","12/29/1986"
"Cusworth","Rosalyn","4/8/1986"
"Kalefeld","Hitofumi","8/29/1986"
"Murtagh","Fei","1/19/1986"
"Whitcomb","Conor","7/14/1986"
"Maliniak","Adas","12/15/1986"
"Beeson","Jouni","3/28/1986"
"Muhlberg","Jianwen","6/10/1986"
"Litecky","Kristinn","2/17/1986"
"Hebden","Yuguang","2/1/1986"
"Murrill","Monique","3/7/1986"
"Plesums","Shakhar","12/3/1986"
"Baca","Monique","7/16/1986"
"Alblas","Elvia","12/3/1986"
"Grabner","Tomokazu","2/22/1986"
"Pesch","Junichi","9/11/1986"
"Bernardinello","Heeju","10/21/1986"
"Iwayama","Morris","7/27/1986"
"Melichar","Sumant","2/19/1986"
"Landherr","Premal","5/3/1986"
"Riesenhuber","Becky","11/11/1986"
"Azevdeo","Tianruo","6/16/1986"
"Kolvik","Teunis","5/18/1986"
"Conia","Sachio","2/5/1986"
"Zucker","Niranjan","8/6/1986"
"Soloway","Marek","1/12/1986"
"Christ","Kiam","3/3/1986"
"Zaiane","Shrikanth","7/28/1986"
"Garnier","Deniz","1/27/1986"
"Esteva","Pranjal","6/11/1986"
"Fargier","Mohan","7/3/1986"
"Beetstra","Leandro","10/9/1986"
"Bojadziev","Irene","8/13/1986"
"Straney","Pasqua","3/12/1986"
"Rajala","Pintsang","4/18/1986"
"Uludag","Rutger","11/19/1986"
"Zschoche","Constantino","9/11/1986"
"Kalsbeek","Zhiguo","3/20/1986"
"Kavanagh","Radhia","1/4/1986"
"Brendel","Irene","4/17/1986"
"Perry","Valery","11/23/1986"
"Koblitz","Jaroslava","5/17/1986"
"Passino","Zhenhua","6/1/1986"
"Bugaenko","Leon","3/28/1986"
"Merel","Edwin","11/29/1986"
"Kaiser","Sashi","9/17/1986"
"Rikino","Takanari","7/18/1986"
"Prochazka","Caolyn","4/16/1986"
"Ginesta","Yuchang","4/1/1986"
"Farris","Vishwani","3/18/1986"
"Piancastelli","Leucio","6/30/1986"
"Kisuki","Hidde","12/3/1986"
"Silva","Fumitaka","7/26/1986"
"Copas","Marco","9/12/1986"
"Iwayama","Jasminko","2/19/1986"
"Wielonsky","Salvador","6/28/1986"
"Varman","Mitsuyuki","3/18/1986"
"Hutton","Eran","4/5/1986"
"Plesums","Leah","11/6/1986"
"Xiaoshan","Khosrow","7/26/1986"
"Schauser","Alper","4/11/1986"
"Lovengreen","Marsal","9/29/1986"
"Rosenbaum","Udaiprakash","7/29/1986"
"Asrin","Aram","11/2/1986"
"Kawashima","Nevin","7/24/1986"
"Soicher","Boguslaw","2/19/1986"
"Lorcy","Shih","6/25/1986"
"Yurov","Satoru","8/19/1986"
"Eugenio","Marsja","4/5/1986"
"Fetvedt","Leaf","7/10/1986"
"Chachaty","Godehard","12/15/1986"
"Kornatzky","Vishwani","3/8/1986"
"Velasco","Indrajit","5/17/1986"
"Tokunaga","Suzette","3/31/1986"
"Cunliffe","Emdad","11/30/1986"
"Schlegelmilch","Leucio","6/28/1986"
"Xiaoshan","Chanjung","7/9/1986"
"Merro","Mani","7/22/1986"
"Mitina","Mihalis","9/24/1986"
"Woycyznski","Zhanqiu","8/20/1986"
"Zyda","Neven","8/17/1986"
"Magalhaes","Akemi","2/10/1986"
"Jumpertz","Jayson","6/14/1986"
"Usdin","Kiam","3/10/1986"
"Noriega","Radoslaw","7/20/1986"
"Picht","Poornachandra","5/26/1986"
"Bahr","Debaprosad","8/17/1986"
"Grandbois","Sanjay","5/2/1986"
"Reinhard","Anwar","5/3/1986"
"Marletta","Renny","5/3/1986"
"Valiente","Luerbio","11/13/1986"
"Ranka","Remko","8/24/1986"
"Syrzycki","Dung","2/10/1986"
"Vecchio","Mantis","2/16/1986"
"Serov","Kellyn","2/28/1986"
"Munck","Odoardo","6/4/1986"
"Coombs","Quingbo","4/29/1986"
"Herbst","Arumugam","9/28/1986"
"Chachaty","Ulf","11/12/1986"
"Puppe","Zhiwei","1/10/1986"
"Deverell","Shakhar","10/30/1986"
"Tiemann","Bikash","5/9/1986"
"Shackel","Mayuko","7/11/1986"
"Chleq","Trygve","6/5/1986"
"Brlek","Padma","6/15/1986"
"Peha","Rafols","11/1/1986"
"Ciolek","Jaewoo","12/18/1986"
"Facello","Serap","6/29/1986"
"Luon","Uzi","4/9/1986"
"Schusler","Miomir","10/26/1986"
"Munck","Marsha","6/8/1986"
"Engberts","Yurij","1/8/1986"
"Sherertz","Guiseppe","5/8/1986"
"Keustermans","Ramzi","11/28/1986"
"Kumaresan","Moriyoshi","6/5/1986"
"Spataro","Haldon","4/11/1986"
"Ranze","Remko","3/23/1986"
"Glinert","Aleksander","4/18/1986"
"Schiettecatte","Atilio","3/14/1986"
"Gammage","Izaskun","11/10/1986"
"Rando","Przemyslawa","9/20/1986"
"Lamba","Zongyan","8/29/1986"
"Reutenauer","Marko","3/18/1986"
"Nollmann","Roded","4/3/1986"
"Karnin","Chiranjit","5/28/1986"
"Barinka","Shigehiro","5/25/1986"
"Demos","Inderjeet","6/24/1986"
"Gide","Nirmal","5/22/1986"
"Manders","Hausi","8/4/1986"
"Speckmann","Yuichiro","9/8/1986"
"Kaltofen","Khaled","9/22/1986"
"Seghrouchni","Nagui","2/14/1986"
"Gulik","Herbert","2/6/1986"
"Krybus","Olivera","7/3/1986"
"Falster","Genta","10/13/1986"
"Lalonde","Aran","5/21/1986"
"Shanbhogue","Kannan","5/2/1986"
"Muhlberg","Tommaso","12/27/1986"
"Lemarechal","Torsten","10/5/1986"
"Gubsky","Hyuncheol","7/10/1986"
"Kawashimo","Mechthild","8/2/1986"
"Pero","Bikash","8/9/1986"
"Fargier","Zita","8/14/1986"
"Takanami","Masaki","5/3/1986"
"Ratnaker","Etsuo","8/11/1986"
"Akiyama","Van","8/22/1986"
"Vernadat","Atreye","5/28/1986"
"Henders","Jeanne","8/12/1986"
"Speek","Vasiliy","8/16/1986"
"Baer","Khalil","11/18/1986"
"Schaad","Shaunak","4/12/1986"
"Spataro","Takahiro","2/14/1986"
"Rosenbaum","Somnath","5/2/1986"
"Zobel","Tesuya","3/16/1986"
"Hagimont","Mikhail","8/31/1986"
"Mitsuhashi","Feixiong","9/14/1986"
"Jording","Bangqing","4/21/1986"
"Pews","Ipke","3/2/1986"
"Kermarrec","Dhritiman","3/16/1986"
"Ginesta","Shuzo","2/11/1986"
"Liedekerke","Wuxu","2/1/1986"
"Azulay","Kellie","3/31/1986"
"Katalagarianos","Piyawadee","4/21/1986"
"Luiz","Chandrasekaran","1/14/1986"
"Picel","Bartek","8/29/1986"
"Waterhouse","Marc","6/27/1986"
"Slobodova","Arif","5/21/1986"
"Domenig","Jungsoon","9/7/1986"
"Zaiane","Kiyotoshi","1/2/1986"
"Eickenmeyer","Anestis","5/26/1986"
"Suessmith","Yongmin","4/19/1986"
"Sewelson","Tadahiko","9/17/1986"
"Asrin","Eishiro","12/1/1986"
"Jervis","Becky","9/8/1986"
"Belinskaya","Jagoda","8/18/1986"
"Weedon","Manu","3/24/1986"
"Maquelin","Steve","1/3/1986"
"Armand","Haldon","11/21/1986"
"Suri","Berto","8/7/1986"
"Gips","Moto","8/18/1986"
"Boguraev","Zito","7/20/1986"
"Denti","Shahid","7/18/1986"
"Pramanik","Takushi","3/12/1986"
"Polupanov","Francoise","11/28/1986"
"Babb","Lijie","3/10/1986"
"Hutter","Ghassan","5/10/1986"
"Azulay","Sailaja","8/22/1986"
"Fritzsche","Tomoyuki","6/2/1986"
"Hempstead","Fabrizio","7/19/1986"
"Cardazo","Isaac","4/25/1986"
"Muhling","Kenroku","9/2/1986"
"DasSarma","Gino","9/30/1986"
"Shobatake","Annemarie","2/22/1986"
"Pero","Gonzalo","4/26/1986"
"Maraist","Odysseas","9/4/1986"
"Trelles","Mana","1/23/1986"
"Lanteri","Alassane","3/15/1986"
"Demian","Erzsebet","2/26/1986"
"Zeilberger","Arvind","5/21/1986"
"Trogemann","Alselm","12/16/1986"
"Hennings","Branimir","4/17/1986"
"Heystek","Tadahiko","7/5/1986"
"Strehl","Rafael","12/19/1986"
"Validov","Val","2/16/1986"
"Ruemmler","Akeno","5/16/1986"
"Biros","Nigel","3/1/1986"
"Maquelin","Ekawit","2/26/1986"
"Kitsuregawa","Somnath","6/10/1986"
"Milicic","Hirochika","1/16/1986"
"Pleszkun","Ymte","9/8/1986"
"Angot","Shigehiro","7/31/1986"
"Peron","Younwoo","1/12/1986"
"Garrabrants","Mohan","3/6/1986"
"Kermarrec","Duro","11/30/1986"
"Egerstedt","Ute","3/6/1986"
"Suwa","Udi","7/26/1986"
"Birnbaum","Ingemar","2/21/1986"
"Suermann","Demin","10/10/1986"
"Naudin","Hisao","3/4/1986"
"Eiron","Yakkov","1/30/1986"
"Bisiani","Irena","5/16/1986"
"Savasere","Adhemar","8/15/1986"
"Porotnikoff","Mountaz","12/25/1986"
"Andreotta","Peer","4/2/1986"
"Akaboshi","Yongmao","1/19/1986"
"Morrow","Parke","2/25/1986"
"Hertweck","Manohar","1/28/1986"
"Cools","Miquel","1/8/1986"
"Parveen","Teruyuki","11/30/1986"
"Mikschl","Faiza","1/21/1986"
"Harllee","Gaurav","12/25/1986"
"Mitsuhashi","Feiyu","1/17/1986"
"Yeung","Shim","3/25/1986"
"Peternell","Jaana","5/21/1986"
"Buescher","Heather","6/25/1986"
"Aseltine","Morrie","1/11/1986"
"Gimbel","Chiradeep","12/1/1986"
"Anandan","Mohd","1/16/1986"
"Azuma","Xiaoshan","6/24/1986"
"Heemskerk","Valeri","4/8/1986"
"Kalafatis","Somnath","3/16/1986"
"Litzkow","Dietrich","3/15/1986"
"Bernardinello","Bluma","11/26/1986"
"Molenkamp","Masako","5/9/1986"
"Hatcliff","Debaprosad","1/3/1986"
"Botman","Bodh","9/7/1986"
"Uhrik","Diederik","5/31/1986"
"Quittner","Surveyors","10/24/1986"
"Bahi","Serap","5/15/1986"
"Kaiserswerth","Miquel","4/6/1986"
"Jeansoulin","Jingling","3/18/1986"
"Assaf","Eckart","3/11/1986"
"Kalorkoti","Pantung","3/10/1986"
"Frijda","Gil","3/3/1986"
"Skafidas","Mani","12/9/1986"
"Fiebach","Takahira","7/25/1986"
"Hedayat","Marek","12/19/1986"
"Bressoud","Gaurav","7/25/1986"
"Vasanthakumar","Sajjan","2/26/1986"
"Unno","Alper","6/25/1986"
"Eickenmeyer","Kshitij","4/13/1986"
"Breugel","Xinglin","3/10/1986"
"Cheshire","Tzu","1/14/1986"
"Swiler","Subir","6/17/1986"
"Rathonyi","Lucian","12/19/1986"
"Cullers","Jeane","8/10/1986"
"Vieri","Tomofumi","8/15/1986"
"Deyuan","Yunming","4/8/1986"
"Zaumen","Shin","9/12/1986"
"Smeets","Godehard","2/23/1986"
"Baak","Bedrich","9/19/1986"
"Leaver","Dulce","4/12/1986"
"Dalphin","Weidon","1/3/1986"
"Marrakchi","Navid","6/23/1986"
"Gubsky","Garnik","6/27/1986"
"Iwayama","Itzchak","3/3/1986"
"Ciolek","Sanjai","1/26/1986"
"Eugenio","Rimli","12/31/1986"
"Pauthner","Nadjib","6/14/1986"
"Luon","Otilia","12/9/1986"
"Kroft","Mikhail","10/16/1986"
"Fujisaki","Yucel","8/2/1986"
"Valette","Mrinalini","6/11/1986"
"Gunderson","Alagu","11/25/1986"
"Schaap","Michaela","12/7/1986"
"Bashian","Radhia","6/20/1986"
"Velasco","Manu","6/18/1986"
"Neimat","Vishv","11/9/1986"
"Takanami","Arnould","12/15/1986"
"Anguita","Elzbieta","3/30/1986"
"Lampe","Junsik","11/17/1986"
"Yoshimura","Stevo","11/2/1986"
"Gente","Uzi","9/1/1986"
"Denis","Ewing","1/19/1986"
"Cooke","Hyuckchul","12/17/1986"
"Felder","Kerryn","12/4/1986"
"DeMori","Zhongwei","5/19/1986"
"Muchinsky","Marlo","12/8/1986"
"Ullian","Kwangyoen","12/26/1986"
"Kropf","Angus","10/16/1986"
"DeMori","Geoffry","6/13/1986"
"Straney","Alair","11/15/1986"
"Zaccaria","Duro","2/8/1986"
"Murtagh","Tetsushi","7/12/1986"
"Salinas","Morris","12/3/1986"
"Ramsey","Charlene","7/30/1986"
"Luga","Josyula","9/4/1986"
"Schapiro","Akeno","9/4/1986"
"Isaac","Dipayan","9/17/1986"
"Curless","Taisook","11/23/1986"
"Akazan","Abdelkader","2/27/1986"
"Kruskal","Debaprosad","5/9/1986"
"Fandrianto","Constantine","8/13/1986"
"Szemeredi","Marie","7/8/1986"
"Senzako","Huai","8/16/1986"
"Kalorkoti","Yurii","6/21/1986"
"Yoshizawa","Vatsa","2/1/1986"
"Aamodt","Jaideep","7/16/1986"
"Shrader","Krisda","1/22/1986"
"Peot","Radoslaw","4/23/1986"
"Condotta","Qiwen","3/16/1986"
"Viele","Rafols","9/19/1986"
"Weiland","Evgueni","3/11/1986"
"Schaad","Kensei","8/13/1986"
"Gyorkos","Shigenori","1/12/1986"
"Penn","IEEE","9/11/1986"
"Erez","Mayuri","9/19/1986"
"Kusakari","Vatsa","3/26/1986"
"Albarhamtoshy","Xiahua","7/15/1986"
"Cangellaris","Shai","7/31/1986"
"Reeker","Vishwani","9/19/1986"
"Sigstam","Yoshimitsu","12/17/1986"
"Bottner","Filipe","1/1/1986"
"Steenbeek","Surveyors","9/24/1986"
"Camarinopoulos","Feipei","10/20/1986"
"Talmor","Shen","7/15/1986"
"Karunanithi","Sivanarayana","11/8/1986"
"Murtafg","Sajjan","9/15/1986"
"McConalogue","Bodh","6/7/1986"
"Liedekerke","Fei","7/28/1986"
"Manderick","Wuxu","11/3/1986"
"DasSarma","Arif","8/8/1986"
"Bharadwaj","Yunming","11/18/1986"
"Smeets","Kwok","7/30/1986"
"Vieth","Kristine","4/12/1986"
"Leivant","Jessie","1/22/1986"
"Steenbeek","Mana","4/16/1986"
"Jansen","Arunachalam","10/16/1986"
"Molenkamp","Arlette","6/3/1986"
"Esposito","Katsuo","10/31/1986"
"Morrin","Kwangho","12/16/1986"
"Ananiadou","Babette","3/3/1986"
"Duclos","Jianhui","7/10/1986"
"Schiettecatte","Mikhail","8/11/1986"
"Rindone","Shuzo","10/18/1986"
"Breugel","Souichi","7/25/1986"
"Bernick","Woody","11/4/1986"
"Lindenbaum","Lansing","4/20/1986"
"Puppo","Eran","12/3/1986"
"Businaro","Yuping","1/16/1986"
"Herber","Hideo","5/16/1986"
"Suri","Visit","12/20/1986"
"Pouyioutas","Sedat","11/28/1986"
"Radhakrishnan","Maik","12/31/1986"
"Heijenga","Sariel","3/6/1986"
"Stamatiou","Eric","1/9/1986"
"Werthner","Utz","2/23/1986"
"Rettelbach","Arie","2/2/1986"
"Lieblein","Shunichi","4/14/1986"
"Weiland","Mario","4/17/1986"
"Haumacher","Wilmer","8/10/1986"
"Czap","Gro","3/9/1986"
"Jiang","Fumitaka","4/22/1986"
"Laurillard","Serge","12/5/1986"
"Ponthieu","Gay","3/1/1986"
"Aloia","Kristine","7/22/1986"
"Rothe","Jeong","3/16/1986"
"Rissanen","Gilbert","3/19/1986"
"Swiss","Kristin","7/28/1986"
"Magliocco","Jolita","1/11/1986"
"Basagni","Kiyotoshi","1/12/1986"
"Vieth","Munenori","5/19/1986"
"Uehara","Kazuhide","1/9/1986"
"Werthner","Mitchel","10/15/1986"
"Mahmud","Xinan","12/16/1986"
"Gulik","Weicheng","5/2/1986"
"Besancenot","Xiaoheng","11/29/1986"
"Anick","Ipke","8/16/1986"
"Coullard","Dipankar","4/19/1986"
"Armand","Sivanarayana","10/10/1986"
"Piveteau","Marl","3/20/1986"
"Brookman","Vesna","12/12/1986"
"Erva","Constantijn","6/16/1986"
"Takanami","Valdiodio","10/30/1986"
"Beidas","Sudhanshu","6/8/1986"
"Marchesini","Mang","3/25/1986"
"Chaudhury","Sorina","5/13/1986"
"Luon","Jacqueline","12/15/1986"
"Cichocki","Renee","12/29/1986"
"Vesel","Mohammad","10/11/1986"
"Maliniak","Mechthild","3/10/1986"
"Rouquie","Miquel","12/9/1986"
"Akazan","Xinyu","6/7/1986"
"dAstous","Xuejun","5/29/1986"
"Hennebert","Ortrud","12/20/1986"
"Brendel","Jaihie","12/24/1986"
"Luby","Sadun","1/6/1986"
"Thorelli","Pranay","2/28/1986"
"Schrooten","Sven","11/3/1986"
"Mundy","Jiafu","5/28/1986"
"Heyers","Toshiko","11/29/1986"
"Soicher","Yakkov","6/4/1986"
"Schaap","Zhanqiu","9/16/1986"
"Molenaar","Shan","3/17/1986"
"Schonegge","Kristina","11/6/1986"
"Bardell","Marin","1/26/1986"
"Beznosov","Subhrajyoti","12/21/1986"
"Tsunoo","Chinya","3/4/1986"
"Kambil","Josyula","10/1/1986"
"Valette","Bernt","8/18/1986"
