"emp_no","last_name","first_name","sex","salary"
"11450","Glinert","Wanqing","M","42732"
"405502","Marchesini","Candido","F","72612"
"256048","Kadhim","Arra","F","45589"
"423248","Stafford","Ronnie","M","74350"
"54131","Murrill","Rayond","F","40000"
"59479","Wolniewicz","Fumiyo","M","54564"
"266151","Perfilyeva","Maya","M","75378"
"109983","Emmart","Youssef","F","40000"
"49301","Schnabel","Kien","M","45047"
"448461","Babu","Gianluca","M","54523"
"42669","Bernatsky","Tonny","M","59988"
"441602","Falby","Chiradeep","M","40855"
"277292","Muchinsky","Felicidad","M","73605"
"485520","Streng","Marjo","M","60552"
"96137","Lowrie","Stein","M","40000"
"61357","Fandrianto","Amalendu","F","59210"
"268589","Gargeya","Uri","F","47980"
"212308","Maliniak","Dannz","F","55877"
"61237","Cronin","Shmuel","M","41413"
"93868","Rindone","Monique","F","45400"
"50498","Boguraev","Slavian","F","46879"
"59271","Papastamatiou","Shrikanth","F","46564"
"448402","Peroz","Ipke","F","40000"
"422731","Stamatiou","Petter","M","81816"
"247873","Bahk","Gro","F","50692"
"275915","Kadhim","Marjo","M","68936"
"38120","Itzfeldt","Oksana","F","58102"
"64656","Gente","Xiahua","M","40276"
"422459","Birdsall","Kristof","M","74188"
"460377","Harbusch","Mrinalini","F","69987"
"80884","Papadias","Stella","M","42925"
"201468","Pargas","Rosli","F","66219"
"483572","Stroustrup","Bedrich","F","66467"
"55882","Brobst","Reinhard","M","40000"
"67436","Alameldin","Pintsang","F","57724"
"76035","Quadeer","Vidya","M","51955"
"29252","Butner","Sibyl","F","67823"
"29250","Besancenot","Radoslaw","M","60178"
"451609","Schieder","Ult","M","40000"
"492764","Heemskerk","Anoosh","F","40000"
"220118","Yeung","Stein","M","45766"
"223025","Qiwen","Takahito","M","49566"
"405824","Chepyzhov","Randi","M","40000"
"209058","Stasinski","Siamak","F","61951"
"462287","Cooke","Sanjiv","M","41808"
"80259","Siprelle","Haldon","F","49124"
"296632","Figueira","Amalendu","F","44143"
"49246","Gerlach","Peer","F","40000"
"57629","Vendrig","Gretta","F","56198"
"442528","Deville","Shuho","F","55097"
"82265","Hettesheimer","Amabile","F","41746"
"471246","Facello","Maya","M","85470"
"421728","Zirintsis","Kiam","M","57916"
"44330","Wilharm","Adam","M","65667"
"11532","Cromarty","Shahab","M","40000"
"242914","Oppitz","Adhemar","F","84839"
"43587","Schahn","Ranan","M","40000"
"84747","Felcyn","Yoshinari","M","70389"
"18106","Axelband","Gudjon","M","60846"
"56580","Sury","Mingsen","M","54932"
"18125","Poehlman","Aron","M","64901"
"428941","Roohalamini","Patricia","M","40000"
"285113","Warwick","Oddvar","F","40654"
"33287","Zlotek","Honesty","M","43194"
"61675","Schwartzburd","Takahiro","M","40785"
"21361","Lally","Shooichi","M","84832"
"94501","Velasco","Toshimori","M","69930"
"297598","Jeong","Unal","M","41383"
"76464","Litzler","Oddvar","F","55519"
"440949","Budinsky","Tetsurou","F","75628"
"410740","Bach","Dmitri","M","61038"
"246257","Roohalamini","Barna","M","42565"
"97179","Ramsay","Atilio","M","40000"
"291942","Bresenham","Arvind","F","40000"
"427281","Facello","Tokuyasu","M","40039"
"281326","Bahk","Guoxiang","F","67811"
"471843","Reeken","Khun","M","47872"
"257025","Anick","Basim","F","63540"
"472928","Hofman","Alenka","M","61130"
"407386","Berstel","Mona","F","40211"
"247008","Castellani","Tsz","F","74393"
"105892","Osgood","Noritoshi","F","40000"
"264066","Schaft","Satosi","M","40000"
"235588","Eldridge","Emdad","M","81327"
"264936","Masamoto","Ger","M","56294"
"75561","Jervis","Nahum","F","52299"
"442996","Baranowski","Alejandra","M","40000"
"405570","Ciolek","Kellyn","F","40000"
"456630","Budinsky","Ute","F","47227"
"406643","Morrin","Khalil","F","63647"
"40323","Sidou","Carrsten","F","79009"
"22357","Gips","Kotesh","F","40000"
"14470","Merey","Moheb","M","41510"
"223354","Schaaf","Mariusz","M","40000"
"298854","Staelin","Geraldo","M","40000"
"411155","Kavanagh","Ult","F","40000"
"288408","Poulakidas","Abdulla","F","79677"
"214367","Pillow","Yongmin","M","40000"
"98458","Pollock","Oguz","M","47360"
"410780","Francisci","Diederik","F","50280"
"29809","Fortenbacher","Foong","F","40000"
"253420","Mattern","Ranan","M","64092"
"93556","Champarnaud","Gully","F","40000"
"268907","Gluchowski","Mana","M","75981"
"53575","Gill","Premal","M","40000"
"493615","Anguita","Marlo","M","56927"
"490794","Waterhouse","Ziya","F","56225"
"406038","Wissmann","Shuichi","F","61025"
"10083","Zockler","Vishv","M","40000"
"97381","Koblick","Arunas","M","40000"
"407313","Bazelow","Shem","F","40000"
"288983","Smailagic","Gita","F","40000"
"478567","Ladret","Basem","F","44163"
"39050","Cools","Krisda","F","40000"
"447122","Wallrath","Roded","F","40000"
"216894","Stroustrup","Anwar","F","62252"
"14070","Peternell","Takanari","M","40000"
"16162","Kenevan","Moti","F","40000"
"285096","Gist","Valter","M","45537"
"254813","Narahari","Hyuckchul","F","60357"
"298498","Rassart","Jiafu","M","69209"
"480819","Hashii","Cheong","M","54909"
"257010","Ranft","Heng","M","40000"
"12550","Marzano","Shawna","M","44293"
"33146","Luck","Cathie","M","52636"
"262268","Stassinopoulos","Yaghout","M","40000"
"40160","Passino","Oldrich","M","49198"
"292367","Kakkar","Chrisa","F","42410"
"100673","Jiang","Giri","M","66753"
"232387","Radwan","Chenxi","M","40000"
"85344","Dayana","Owen","M","50544"
"254506","Ulupinar","Marjo","M","57497"
"281547","Baez","Vidar","M","79123"
"63866","Hooghiemstra","Abdulah","M","69011"
"276571","Benzaken","Alair","M","40000"
"440265","Sidje","Rosine","M","40000"
"54453","Millington","Masanao","M","65984"
"285994","Henders","Teunis","F","44519"
"90852","Piazza","Moti","M","40000"
"270231","Delgrossi","Rutger","M","45629"
"29018","Stasinski","Jiang","F","46300"
"489276","Baranowski","Kazuhisa","F","40000"
"461219","Ushiama","Martina","M","49696"
"258614","Sanella","Mizuhito","F","82984"
"260465","Vernadat","Steen","M","62593"
"264674","Holburn","Karlis","M","75558"
"250606","Gadepally","Persi","M","53180"
"73702","Fendler","Gilbert","M","40000"
"99683","Cooman","Kwangsub","M","40000"
"266289","Munch","Subir","F","40000"
"471021","Lemarechal","Bilhanan","F","79241"
"247148","Imataki","Elvia","M","80631"
"493765","Heusch","Uno","F","67691"
"57011","Luca","Valery","M","53524"
"27602","Talmon","Yannik","M","46675"
"239596","Takanami","Almudena","F","45131"
"79047","Kaiser","Eric","F","42477"
"212333","Keirsey","Parto","M","47743"
"433397","Pettit","Abdulah","M","40000"
"451534","Vrecion","Shahid","M","40000"
"101359","Takanami","Gennady","M","60571"
"285986","Erez","Maia","M","76788"
"22722","Pietrzykowski","Chenye","F","40000"
"424224","Plumb","Arunachalam","F","45446"
"277560","Bazzichi","Masaru","M","40000"
"221496","Mitina","Nathan","F","42181"
"55994","Reutenauer","Dipayan","M","40000"
"249187","Barriga","Chenyi","M","80998"
"219790","VanScheik","Zeydy","M","56515"
"418581","Deverell","Guadalupe","M","57398"
"406851","Hambrick","DAIDA","M","56467"
"33346","Roohalamini","Herbert","M","47185"
"58695","Saoudi","Gift","M","40000"
"16614","Ghazalie","Baruch","M","40000"
"207254","Pietracaprina","Danil","F","40000"
"468815","Gewali","Charlene","M","40000"
"65399","Simkin","Eben","F","80081"
"489151","Hoogerwoord","Percy","F","49644"
"242850","Ouhyoung","Hyuckchul","M","40211"
"63714","Pargas","Richara","M","58351"
"14700","Taneja","Ghassan","M","47864"
"429486","Erde","Boalin","M","40000"
"31747","Garnier","Lalit","M","40000"
"86916","Dulay","Weiye","M","40000"
"203441","Nitto","Geoffry","M","46758"
"95597","Cronau","Souichi","F","54890"
"467130","Passafiume","Cristinel","M","40000"
"275329","Shokrollahi","Brewster","F","69325"
"476077","Wuwongse","DAIDA","M","40000"
"30071","Sabnani","Khedija","F","40000"
"207962","Vidal","Guttorm","F","68972"
"225104","Swen","Shmuel","M","40000"
"24463","Smailagic","Hongzue","F","43575"
"408461","Sadowski","Katsuo","M","40182"
"410783","Bernatsky","Jenwei","M","80815"
"455547","Gilg","Marjo","F","68375"
"262841","Miyakawa","Remzi","M","40000"
"215973","Maksimenko","Minghong","M","40168"
"49180","Gelosh","Fusako","F","54817"
"266777","Ginesta","Mona","M","45532"
"99512","Leivant","Krister","M","56029"
"492117","Ciolek","Debaprosad","F","55772"
"263837","Potthoff","Josyula","M","47737"
"419253","Casperson","Duro","M","70281"
"401171","Sevcikova","Huei","M","45216"
"75435","Veccia","Maria","F","44486"
"448548","Rosay","Krisda","F","41813"
"441117","Mondadori","Xiahua","M","49245"
"422956","Haumacher","Theirry","F","40000"
"412207","Flasterstein","Debatosh","M","59840"
"441434","Beetstra","Chenxi","M","61075"
"286335","Brookner","Shen","F","83484"
"19605","Azuma","Zhigen","M","40000"
"421724","Tsukune","Seshu","M","40000"
"445719","Biran","Cedric","F","56034"
"416240","Erde","Yechiam","M","52628"
"83790","DuCasse","Huiqun","M","87581"
"82314","Poujol","Paloma","M","48987"
"240295","Camurati","Sudhanshu","M","57218"
"58914","Passino","Aemilian","F","51215"
"62069","Felder","Sugwoo","F","67402"
"422689","Snyers","Greger","M","40000"
"480786","Iisaku","Hideyuki","F","40000"
"469378","Collavizza","Zejun","M","44262"
"451294","Speer","Margo","F","40000"
"42990","Duclos","Doowon","M","47086"
"253847","Suermann","Xiaobin","F","53289"
"464278","Varley","Kenroku","F","40000"
"291312","Rosen","Oscar","F","40000"
"296707","Redmiles","Aimee","F","82294"
"490357","Heuser","Oldrich","F","73434"
"457473","Pollock","Shaunak","F","40000"
"225477","Lovengreen","Dines","F","40000"
"221508","Snyers","Kazuhiro","F","43865"
"270046","Vesna","JoAnna","M","57440"
"440095","Viele","Sastry","F","48858"
"287018","Nivat","Uli","M","58349"
"297129","Schueller","Sungwon","M","48663"
"217708","Heusch","Uzi","M","40000"
"50570","Heijenga","Kendra","F","48440"
"452043","Chelton","Somnath","F","56521"
"76222","Teitelbaum","Xiong","M","40000"
"98179","Verhaegen","Oguz","M","86466"
"465347","Peroz","Kotesh","M","40004"
"14051","Sullins","Constantijn","F","40000"
"463455","Pietrzykowski","Claude","M","40000"
"71812","Cooman","Younwoo","F","60363"
"54565","Hebden","Masoud","M","90896"
"226580","Melton","Bangqing","M","40000"
"437501","Michaels","IEEE","F","47860"
"223142","Casley","Takushi","M","40000"
"498076","Nooteboom","Goh","F","43493"
"43864","Gulak","Zita","F","40000"
"493356","Kalefeld","Gudjon","M","45498"
"48860","Polajnar","Otmar","F","40000"
"452180","Oxman","Godehard","M","92259"
"294170","Improta","Valeri","M","70018"
"265101","Rahier","Rasiah","F","41347"
"246346","Heydon","Marko","F","43808"
"467152","Improta","Zhanqiu","M","40000"
"66494","Antonisse","Manu","M","80412"
"429171","Toyoshima","Heather","F","40000"
"52482","Horswill","Avishai","M","55854"
"90587","Uludag","Roded","F","40000"
"281504","Gips","Denis","M","48377"
"79292","Covnot","Nishit","F","40000"
"210266","Demri","Gill","M","86829"
"228457","Walston","Goa","F","50204"
"81190","Wallrath","Geoff","M","40000"
"292778","Sinitsyn","Bojan","M","40000"
"287759","Cappelletti","Yonghoan","M","61275"
"260411","Loncour","Taizo","F","40000"
"272186","Weiland","Remko","M","63005"
"279719","Stille","Herbert","M","40000"
"437090","Fortenbacher","Zhiwei","F","42067"
"491712","Calkin","Mohammed","F","78541"
"40289","Nittel","Shao","M","44218"
"498518","Lammel","Felicidad","M","49740"
"416310","Schapire","Flemming","F","57467"
"34542","Spell","Heather","M","48990"
"93069","Morrey","Patricio","M","40000"
"489319","Theuretzbacher","Yuichiro","M","73563"
"31876","Fujisawa","Valery","M","40000"
"299861","Rando","Bluma","F","40000"
"68076","Spataro","Angus","M","40000"
"293196","Hagimont","Billie","F","44676"
"430047","Krohm","Toong","M","50673"
"423964","Waschkowski","Adib","M","40000"
"207216","Chelton","Saddek","M","75406"
"478242","Nanard","Guadalupe","M","40000"
"80899","Velardi","Gio","F","62680"
"424900","Siksek","Aemilian","M","42396"
"441334","Gils","Freyja","F","40000"
"64863","Roccetti","Douadi","M","40000"
"272466","Kragelund","Nitsan","M","55819"
"230250","Gyimothy","Phule","F","62857"
"68868","Garnham","Vojin","M","74734"
"458640","Ramamoorthy","Pramod","F","45777"
"412115","Zielinski","Becky","F","41545"
"215953","Wielonsky","Rutger","M","58023"
"248560","Schusler","Tristan","M","44831"
"231305","Godskesen","Frazer","F","63650"
"21882","Serra","Jianhua","F","40000"
"475794","Decaestecker","Yucai","M","61039"
"25559","Pauthner","Mamdouh","M","40000"
"289001","Alblas","Guenter","M","50201"
"421384","Bednarek","Renny","M","40000"
"480036","Vadhan","Abdelaziz","F","56588"
"450059","Porenta","TRUE","M","77448"
"418481","Papastamatiou","Karoline","M","40000"
"91078","Shobatake","Marsal","M","40000"
"286417","Hooghiemstra","Weiwu","M","79856"
"237096","Iacovou","Leon","M","45824"
"413525","Huttel","Marla","M","53125"
"40619","Berstel","Moti","M","46943"
"226339","Piveteau","Kokou","M","62997"
"86001","Msuda","Cathie","F","94921"
"285450","Lagarias","Masoud","M","51333"
"284545","Thebaut","Inderjeet","F","46707"
"429135","Luke","Snehasis","M","42914"
"255530","Garigliano","Ronghao","M","42206"
"252645","Peha","Subir","F","40000"
"427110","Magliocco","Goh","M","40000"
"240048","Boissier","Xiaobin","M","70959"
"84050","Lueh","Rafael","M","55753"
"59730","Merli","Mack","F","40000"
"208635","Lindenbaum","Bowen","M","40000"
"261128","Menhoudj","Elzbieta","M","77616"
"10307","Leaver","Nikolaos","M","40000"
"417558","Decaestecker","Sreenivas","M","40000"
"253613","Brender","Chaoyi","F","52165"
"400241","Garrabrants","Ortrud","M","40000"
"45325","Marzano","Leandro","F","40000"
"32670","Baba","Duro","F","44027"
"27422","Badache","Zita","M","52710"
"74197","Manderick","Kien","M","53296"
"54013","Crelier","Arie","M","61242"
"44932","Asmuth","Danco","M","41006"
"252028","Pintelas","Dines","M","41841"
"78603","Czaja","Armond","F","40000"
"99003","Albarhamtoshy","Kokou","F","47712"
"484332","Pelz","Franziska","F","55485"
"60397","Hatcliff","Idoia","M","40000"
"261961","Servieres","Kannan","M","40000"
"107547","Kambil","Chuanti","F","54551"
"87697","Luit","Sanjoy","M","84307"
"210428","Khamsi","Froduald","M","60396"
"488436","Azuma","Bernardo","M","40000"
"428189","Noriega","Mats","F","48681"
"88100","Pleszkun","Mrinalini","M","40000"
"490698","Furudate","Shan","M","85410"
"470322","Albarhamtoshy","Kokou","M","69806"
"470271","Serre","Adly","M","40000"
"236744","Junot","Theirry","M","41390"
"245265","Ramaiah","Akhilish","M","70650"
"495202","Chinin","Kendra","M","52556"
"202940","Polajnar","Van","M","52432"
"474287","Polajnar","Gad","F","40000"
"492646","Georgatos","Munehiko","M","41186"
"224564","Merkl","Hinrich","M","40000"
"261257","Benaini","Navid","M","44251"
"90063","Tsunoo","Ortrun","F","50275"
"263893","Dolinsky","Masali","M","40000"
"413120","Milicic","Kiyotoshi","M","77751"
"201071","Attimonelli","Hidde","M","40000"
"283849","Peir","Vojin","M","44571"
"489440","Jonsson","Conor","M","58379"
"267339","Suessmith","Arie","M","44762"
"93589","Lichtman","Irene","F","40000"
"224905","Kushner","Subbu","M","54099"
"487699","Huxford","Pantung","F","52800"
"249896","Deville","Zhigen","F","50521"
"486544","Quaggetto","Mototsugu","F","45563"
"220003","Percebois","Martien","M","40000"
"263737","Griswold","Takushi","M","76144"
"49555","Docker","Danae","F","40000"
"450013","Tibblin","Jaber","F","48385"
"243050","Wilharm","Anneli","M","70751"
"252651","Pappas","Fabrizio","M","48092"
"404204","Gecsel","Mani","M","51483"
"75072","Birch","Masaru","M","49050"
"294661","Marquardt","Marit","F","52351"
"424168","Demir","Ranan","M","69013"
"272448","Pearson","Constantine","M","40000"
"444577","Maginnis","Baruch","M","40000"
"101540","Kitai","Selwyn","M","48277"
"269371","Erdmenger","Fei","F","65811"
"428513","Luan","Uta","F","55348"
"236008","Hanratty","Khatoun","M","41693"
"430367","Millington","Alejandra","M","40000"
"218041","Knightly","Palash","F","59546"
"219688","Matzov","Mitchel","M","60515"
"98592","Benzaken","Aloys","M","40000"
"412469","Uludag","IEEE","F","57624"
"291473","Clouatre","Oscar","M","52689"
"219475","Alpin","Pradeep","M","42208"
"52585","Krzyzanowski","Aiman","F","54440"
"103248","Alameldin","Zhenhua","M","40000"
"463875","Aamodt","Tonny","M","40000"
"269086","Bolotov","Tooru","M","43840"
"101828","Validov","Younwoo","F","49117"
"57695","Kusakari","Zhiguo","M","40000"
"430236","Setlzner","Tsutomu","M","50149"
"433194","Ambroszkiewicz","Khalid","F","66185"
"261646","Roison","Gennady","M","41540"
"59010","Shanbhogue","Eckart","F","49477"
"270546","Moehrke","Moriyoshi","M","40000"
"414162","Granlund","Maik","F","50745"
"409291","Lund","Makato","F","57350"
"51942","Gladwell","Bezalel","M","40000"
"487530","Bernatsky","Huai","F","88723"
"290303","Christianini","Manu","F","40000"
"226775","Veccia","Khalid","M","48526"
"49527","Coors","Nigel","M","48646"
"80968","Parhami","Lokesh","F","56981"
"412594","Kisuki","Ziva","M","40000"
"253511","Nitta","Qingxiang","F","56484"
"405881","Chiodo","Surveyors","M","77763"
"490574","Polupanov","Sanjit","F","47118"
"89209","Thambidurai","Boguslaw","M","61897"
"109477","Piveteau","Mohan","M","40862"
"231731","Thorelli","Shooichi","M","40000"
"61289","DiGiano","Shaz","M","76788"
"258262","Conry","Kenton","M","40000"
"238513","Jiafu","Frazer","M","49468"
"212544","Masada","Mariusz","M","57588"
"14786","Hainaut","Duke","M","40000"
"246090","Beeson","Sugwoo","F","40000"
"265099","Porenta","Kerhong","F","40000"
"228749","Sabnani","Toshimi","M","52894"
"420058","Trumbly","Barna","F","46965"
"96246","Badache","Yuping","M","55211"
"228610","Llado","Tomokazu","F","46297"
"422246","Kusakari","Francesca","M","57119"
"452950","Peot","Deniz","F","60234"
"239881","Lunn","Zdislav","M","40000"
"66420","Monkewich","Reinhold","M","40777"
"426828","Gomatam","Willard","F","57560"
"440932","Rijsenbrij","Aron","M","73792"
"103748","Whittlesey","Vugranam","M","40000"
"264949","Beutelspacher","Chriss","F","40000"
"299715","Randt","Poornachandra","F","40000"
"90366","Eiron","Magy","M","40000"
"207181","Tomescu","Honesty","M","43153"
"427626","Validov","Arco","F","74507"
"62245","Bressoud","Adel","F","40000"
"408899","Azevdeo","Berni","F","40000"
"40687","Krychniak","Zhenhua","F","44682"
"281104","Vickson","Weicheng","F","41415"
"459530","Delaune","Ramya","M","40000"
"60662","Gustavson","Hiroyasu","F","40000"
"82271","Steenbeek","Vugranam","M","66130"
"478850","Murillo","Kristine","M","64728"
"296065","Ginneken","Behnaam","F","46455"
"15540","Mullainathan","Steen","M","40000"
